Region,Year,Baseload_Price_EUR_MWh,Battery_storage_Capacity_GW,Battery_storage_Generation_TWh,Biomass__other_RES_Capacity_GW,Biomass__other_RES_Generation_TWh,Carbon_price_EU_ETS_EUR_tonne,Coal_Capacity_GW,Coal_Generation_TWh,Coal_price_ARA_EUR_tonne,DSR_Capacity_GW,DSR_Generation_TWh,Electricity_demand_TWh,Gas_CCGT_Capacity_GW,Gas_CCGT_Generation_TWh,Gas___oil_peaker_Capacity_GW,Gas___oil_peaker_Generation_TWh,Gas_price_PSV_EUR_MWh,Hydro_Capacity_GW,Hydro_Generation_TWh,Hydrogen_CCGT_Capacity_GW,Hydrogen_CCGT_Generation_TWh,Hydrogen_peaker_Capacity_GW,Hydrogen_peaker_Generation_TWh,Interconnectors_Capacity_GW,Net_imports_Generation_TWh,Other_thermal_Capacity_GW,Other_thermal_Generation_TWh,PV_Captured_Price_EUR_MWh,Pumped_storage_Capacity_GW,Pumped_storage_Generation_TWh,Scenario,Release,PV_Generation_TWh,PV_Capacity_GW,Wind_Generation_TWh,Wind_Capacity_GW,Hydrogen_peakers_Capacity_GW,Hydrogen_peakers_Generation_TWh,Other_RES_Capacity_GW,Other_RES_Generation_TWh,Peaking_Capacity_GW,Peaking_Generation_TWh,Cannibalization
Italy,2026,109.39,3.6,-0.4,5.3,16.5,92.7,0.6,0.0,113.4,0.0,0.0,324.38,41.8,146.9,7.8,6.7,33.1,21.5,49.71,0.0,0.0,0.0,0.0,12.6,17.2,2.8,8.0,94.8,8.5,1.1,Central,Apr23,46.41,43.17,32.7,15.05,,,,,,,0.13
Italy,2027,101.71,5.3,-0.8,5.4,15.0,96.5,0.6,0.0,110.0,0.0,0.0,329.57,42.6,130.5,7.4,6.2,33.3,21.5,49.55,0.0,0.0,0.0,0.0,13.7,23.4,2.8,8.0,86.73,8.6,1.1,Central,Apr23,52.03,49.57,38.5,16.56,,,,,,,0.15
Italy,2028,96.42,7.0,-1.1,5.4,16.1,100.5,0.6,0.0,104.8,0.0,0.0,335.91,43.2,106.6,7.2,6.1,32.7,21.5,49.52,0.0,0.0,0.0,0.0,13.7,31.8,2.8,8.0,79.54,8.8,1.0,Central,Apr23,56.91,54.9,45.8,17.14,,,,,,,0.18
Italy,2029,94.76,8.7,-1.5,5.5,17.1,105.5,0.6,0.0,94.8,0.0,0.0,339.87,43.3,92.8,7.0,6.0,30.2,21.5,49.26,0.0,0.0,0.0,0.0,13.7,36.5,2.8,7.9,74.12,8.9,0.9,Central,Apr23,60.92,59.5,48.0,16.97,,,,,,,0.2
Italy,2030,92.27,10.3,-1.8,5.5,17.7,110.8,0.6,0.0,86.6,1.0,0.2,343.68,42.7,76.7,6.8,5.9,28.7,21.5,49.09,0.0,0.0,0.0,0.0,14.2,39.2,2.8,7.9,69.46,9.0,0.7,Central,Apr23,66.78,63.83,55.8,17.36,,,,,,,0.24
Italy,2031,88.68,10.7,-1.9,5.5,18.0,112.3,0.0,0.0,80.5,1.1,0.3,348.41,43.4,73.3,6.4,5.4,28.5,21.5,49.01,0.0,0.0,0.0,0.0,14.3,38.0,2.8,7.8,64.7,9.2,0.5,Central,Apr23,74.57,69.35,58.8,18.86,,,,,,,0.28
Italy,2032,87.91,11.8,-2.0,5.5,18.0,113.8,0.0,0.0,76.4,1.2,0.3,351.02,42.6,65.5,9.6,5.4,28.5,21.5,48.99,0.0,0.0,0.0,0.0,14.4,36.3,2.8,7.7,63.5,9.3,0.2,Central,Apr23,81.38,73.75,67.0,20.84,,,,,,,0.29
Italy,2033,87.72,13.0,-2.2,5.5,17.9,115.3,0.0,0.0,73.8,1.3,0.3,355.94,43.0,64.0,9.6,5.4,28.7,21.5,48.83,0.0,0.0,0.0,0.0,14.5,35.6,2.8,7.7,63.14,9.5,0.0,Central,Apr23,87.25,77.34,68.6,21.66,,,,,,,0.29
Italy,2034,87.63,13.8,-2.3,5.5,18.0,116.8,0.0,0.0,71.7,1.4,0.3,359.99,43.0,62.6,9.6,5.4,28.6,21.5,48.78,0.0,0.0,0.0,0.0,14.6,35.5,2.8,7.7,61.06,9.6,-0.2,Central,Apr23,92.66,79.78,69.7,22.37,,,,,,,0.3
Italy,2035,85.81,14.6,-2.4,5.5,18.0,118.2,0.0,0.0,69.9,1.5,0.4,362.46,42.7,60.0,9.6,5.4,28.4,21.5,48.69,0.0,0.0,0.0,0.0,14.7,36.9,2.8,7.6,57.89,9.8,-0.4,Central,Apr23,97.79,81.98,70.8,23.57,,,,,,,0.32
Italy,2036,85.9,15.1,-2.5,5.5,18.4,119.7,0.0,0.0,68.5,1.6,0.4,365.96,41.3,65.9,9.6,5.4,28.1,21.5,48.72,0.0,0.0,0.0,0.0,14.8,27.4,2.8,7.6,55.78,9.9,-0.5,Central,Apr23,101.82,84.41,70.1,23.12,,,,,,,0.35
Italy,2037,84.63,16.0,-2.6,5.5,18.5,121.2,0.0,0.0,67.4,1.7,0.4,368.43,41.0,63.7,9.6,5.4,27.9,21.5,48.45,0.0,0.0,0.0,0.0,14.9,29.6,2.8,7.6,53.95,10.1,-0.6,Central,Apr23,103.03,85.19,70.4,22.94,,,,,,,0.36
Italy,2038,82.54,16.6,-2.7,5.5,18.3,122.7,0.0,0.0,66.3,1.8,0.4,370.62,39.3,64.7,13.0,5.4,27.1,21.5,48.17,0.0,0.0,0.0,0.0,15.0,26.2,2.8,7.5,50.83,10.3,-0.7,Central,Apr23,105.21,86.71,71.2,23.06,,,,,,,0.39
Italy,2039,81.17,17.2,-2.8,5.5,18.1,124.2,0.0,0.0,65.3,1.9,0.5,373.13,39.0,66.3,16.4,5.5,27.2,21.5,47.83,0.0,0.0,0.0,0.0,15.1,20.5,2.8,7.5,48.29,10.4,-0.8,Central,Apr23,107.79,88.87,71.6,23.16,,,,,,,0.4
Italy,2040,80.26,17.8,-2.8,5.5,18.2,125.7,0.0,0.0,64.3,2.0,0.5,375.23,35.7,65.8,19.8,5.6,27.3,21.5,47.67,0.0,0.0,0.0,0.0,15.2,21.7,2.8,7.5,48.16,10.6,-0.8,Central,Apr23,110.87,88.1,73.3,23.31,,,,,,,0.39
Italy,2026,93.18,3.6,-0.4,5.3,14.6,76.3,0.6,0.0,87.1,0.0,0.0,325.48,42.3,138.8,7.8,7.1,27.5,21.5,49.71,0.0,0.0,0.0,0.0,13.4,27.0,2.8,8.0,81.0,7.5,0.7,Central,Apr24,49.95,46.47,31.2,14.25,,,,,,,0.13
Italy,2027,93.22,5.3,-0.8,5.4,14.8,86.2,0.6,0.0,90.5,0.0,0.0,332.07,41.3,124.6,7.4,6.6,30.0,21.5,49.55,0.0,0.0,0.0,0.0,13.4,32.2,2.8,7.9,79.7,7.6,0.9,Central,Apr24,55.6,52.97,35.6,14.96,,,,,,,0.15
Italy,2028,91.48,7.0,-1.1,5.4,15.1,97.3,0.6,0.0,92.6,0.0,0.0,338.81,41.8,106.0,7.2,6.2,30.2,21.5,49.52,0.0,0.0,0.0,0.0,14.3,36.4,2.8,7.9,72.08,7.8,0.8,Central,Apr24,60.23,58.1,44.1,15.94,,,,,,,0.21
Italy,2029,92.46,8.7,-1.5,5.5,15.5,107.6,0.6,0.0,90.7,0.0,0.0,342.17,41.9,93.1,7.0,6.0,28.5,21.5,49.26,0.0,0.0,0.0,0.0,14.3,39.4,2.8,7.8,69.1,7.9,0.7,Central,Apr24,63.79,62.3,48.4,16.87,,,,,,,0.24
Italy,2030,92.09,10.4,-1.8,5.5,16.8,114.9,0.6,0.0,86.6,1.0,0.2,344.88,41.4,78.7,6.8,5.9,28.4,21.5,49.09,0.0,0.0,0.0,0.0,14.9,41.6,2.8,7.8,67.25,8.0,0.6,Central,Apr24,67.3,64.33,56.6,17.36,,,,,,,0.27
Italy,2031,90.45,10.8,-1.9,5.5,17.5,119.1,0.0,0.0,84.4,1.1,0.3,349.81,42.3,78.3,6.4,5.5,28.0,21.5,49.01,0.0,0.0,0.0,0.0,15.2,41.2,2.8,7.7,65.52,8.2,0.5,Central,Apr24,73.71,68.55,57.3,17.66,,,,,,,0.28
Italy,2032,89.91,11.0,-1.9,5.5,17.5,121.2,0.0,0.0,81.0,1.2,0.3,354.82,43.5,73.1,10.7,5.4,28.3,21.5,48.99,0.0,0.0,0.0,0.0,15.4,40.2,2.8,7.7,64.29,8.3,0.2,Central,Apr24,79.73,72.25,66.1,19.44,,,,,,,0.29
Italy,2033,89.91,11.9,-2.0,5.5,17.7,122.9,0.0,0.0,78.6,1.3,0.3,359.54,43.4,70.9,11.0,5.4,28.4,21.5,48.83,0.0,0.0,0.0,0.0,15.6,40.9,2.8,7.6,64.03,8.5,0.0,Central,Apr24,85.0,75.34,67.2,20.06,,,,,,,0.3
Italy,2034,89.45,12.6,-2.1,5.5,17.7,124.6,0.0,0.0,77.9,1.4,0.3,363.69,44.0,69.9,11.2,5.4,28.5,21.5,48.78,0.0,0.0,0.0,0.0,15.9,40.8,2.8,7.6,60.96,8.6,-0.1,Central,Apr24,90.92,78.28,68.0,20.57,,,,,,,0.31
Italy,2035,87.72,13.3,-2.2,5.5,17.6,126.2,0.0,0.0,76.8,1.5,0.4,367.46,44.0,66.7,11.8,5.4,28.5,21.5,48.69,0.0,0.0,0.0,0.0,16.1,44.9,2.8,7.5,58.08,8.8,-0.3,Central,Apr24,95.89,80.38,68.7,21.67,,,,,,,0.33
Italy,2036,88.18,13.9,-2.3,5.5,18.0,127.9,0.0,0.0,73.8,1.6,0.4,369.46,44.2,73.1,12.0,5.5,28.4,21.5,48.72,0.0,0.0,0.0,0.0,16.4,35.1,2.8,7.5,57.98,8.9,-0.4,Central,Apr24,99.77,82.71,67.2,20.62,,,,,,,0.34
Italy,2037,86.72,14.7,-2.4,5.5,18.1,129.6,0.0,0.0,71.0,1.7,0.4,373.33,43.8,71.1,13.0,5.5,28.4,21.5,48.45,0.0,0.0,0.0,0.0,16.6,37.8,2.8,7.5,55.3,9.1,-0.5,Central,Apr24,103.27,85.39,66.2,20.04,,,,,,,0.36
Italy,2038,85.63,15.3,-2.5,5.5,18.1,131.2,0.0,0.0,68.5,1.8,0.4,376.62,43.0,70.8,13.9,5.5,27.7,21.5,48.17,0.0,0.0,0.0,0.0,16.8,34.3,2.8,7.4,53.93,9.2,-0.6,Central,Apr24,106.79,88.01,67.4,20.26,,,,,,,0.37
Italy,2039,84.63,16.0,-2.6,5.5,18.3,132.9,0.0,0.0,66.2,1.9,0.5,380.33,42.2,71.1,14.9,5.6,27.8,21.5,47.83,0.0,0.0,0.0,0.0,17.1,31.5,2.8,7.4,51.36,9.4,-0.7,Central,Apr24,109.37,90.17,68.1,20.36,,,,,,,0.39
Italy,2040,83.63,16.7,-2.6,5.5,18.5,134.5,0.0,0.0,64.3,2.0,0.5,383.63,42.3,71.0,14.9,5.6,27.9,21.5,47.67,0.0,0.0,0.0,0.0,17.3,29.6,2.8,7.4,49.4,9.5,-0.8,Central,Apr24,116.66,92.7,69.3,20.51,,,,,,,0.4
Italy,2026,112.68,2.9,-0.5,5.3,17.1,83.88,0.6,0.4,91.66,0.0,0.0,323.08,46.0,101.1,8.6,7.1,41.17,21.5,49.71,0.0,0.0,0.0,0.0,13.2,48.3,2.8,7.9,84.68,7.2,0.5,Central,Apr25,52.75,49.07,28.7,13.25,,,,,,,0.25
Italy,2027,97.53,4.4,-0.9,5.4,15.2,92.28,0.6,0.0,89.3,0.0,0.0,328.57,37.4,107.1,8.2,7.2,33.66,21.5,49.55,0.0,0.0,0.0,0.0,13.4,38.9,2.8,7.9,71.74,7.2,0.4,Central,Apr25,56.02,53.37,31.9,13.46,,,,,,,0.26
Italy,2028,89.47,7.1,-1.4,5.4,15.4,102.25,0.6,0.0,88.77,0.0,0.0,327.51,36.3,105.4,8.0,6.9,28.26,21.5,49.52,0.0,0.0,0.0,0.0,14.3,39.1,2.8,7.9,68.96,7.2,0.6,Central,Apr25,58.47,56.4,36.8,13.44,,,,,,,0.23
Italy,2029,89.5,9.1,-1.9,5.5,15.6,112.61,0.6,0.0,89.98,0.0,0.0,330.87,35.9,96.7,7.8,6.7,25.54,21.5,49.26,0.0,0.0,0.0,0.0,14.3,39.9,2.8,7.8,66.81,7.2,0.6,Central,Apr25,60.1,58.7,41.7,14.57,,,,,,,0.24
Italy,2030,89.23,11.1,-2.3,5.5,15.9,120.13,0.6,0.0,90.16,1.0,0.2,338.08,35.9,87.3,7.7,6.6,25.13,21.5,49.09,0.0,0.0,0.0,0.0,14.9,37.1,2.8,7.8,64.28,7.3,0.5,Central,Apr25,64.16,61.33,54.7,16.86,,,,,,,0.28
Italy,2031,89.23,11.9,-2.5,5.5,17.2,125.5,0.0,0.0,88.51,1.1,0.3,343.31,36.6,86.3,7.2,6.1,25.65,21.5,49.01,0.0,0.0,0.0,0.0,15.2,35.8,2.8,7.8,63.68,8.0,0.4,Central,Apr25,71.13,66.15,56.5,17.66,,,,,,,0.29
Italy,2032,89.74,12.1,-2.6,5.5,17.2,128.02,0.0,0.0,85.7,1.2,0.3,347.22,37.0,80.2,7.2,6.1,25.85,21.5,48.99,0.0,0.0,0.0,0.0,15.4,36.1,2.8,7.7,63.74,8.7,0.1,Central,Apr25,77.85,70.55,63.2,18.64,,,,,,,0.3
Italy,2033,90.03,12.5,-2.7,5.5,17.4,130.58,0.0,0.0,83.77,1.3,0.3,352.94,37.7,77.5,7.2,6.0,26.15,21.5,48.83,0.0,0.0,0.0,0.0,15.6,37.4,2.8,7.6,62.67,8.9,0.0,Central,Apr25,83.64,74.14,65.2,19.76,,,,,,,0.32
Italy,2034,90.11,12.8,-2.8,5.5,17.6,132.15,0.0,0.0,80.65,1.4,0.3,359.59,38.3,76.7,7.2,6.0,26.43,21.5,48.78,0.0,0.0,0.0,0.0,15.9,38.1,2.8,7.6,59.6,9.1,-0.2,Central,Apr25,89.99,77.48,67.0,20.97,,,,,,,0.33
Italy,2035,90.06,13.2,-2.9,5.5,17.9,133.74,0.0,0.0,78.27,1.5,0.4,363.36,38.9,75.4,7.2,6.0,26.75,21.5,48.69,0.0,0.0,0.0,0.0,16.1,38.9,2.8,7.5,58.92,9.2,-0.3,Central,Apr25,95.17,79.78,69.0,22.57,,,,,,,0.34
Italy,2036,89.82,13.5,-3.0,5.5,18.1,135.35,0.0,0.0,76.65,1.6,0.4,368.16,39.3,77.2,7.2,6.0,27.11,21.5,48.72,0.0,0.0,0.0,0.0,16.4,34.3,2.8,7.5,56.98,9.4,-0.4,Central,Apr25,98.8,81.91,70.9,23.22,,,,,,,0.36
Italy,2037,89.18,13.9,-3.1,5.5,18.2,136.97,0.0,0.0,75.26,1.7,0.4,371.13,39.3,75.3,7.2,6.0,27.48,21.5,48.45,0.0,0.0,0.0,0.0,16.6,36.3,2.8,7.4,54.9,9.5,-0.5,Central,Apr25,100.61,83.19,72.4,23.84,,,,,,,0.38
Italy,2038,88.16,14.3,-3.2,5.5,18.3,138.61,0.0,0.0,74.26,1.8,0.4,374.02,39.3,76.4,6.9,6.0,26.92,21.5,48.17,0.0,0.0,0.0,0.0,16.8,33.2,2.8,7.4,52.54,9.7,-0.5,Central,Apr25,102.9,84.81,73.9,24.16,,,,,,,0.41
Italy,2039,87.53,15.1,-3.3,5.5,18.2,140.28,0.0,0.0,73.49,1.9,0.5,376.73,39.3,75.3,7.0,6.1,27.05,21.5,47.83,0.0,0.0,0.0,0.0,17.1,32.2,2.8,7.3,51.17,9.8,-0.6,Central,Apr25,104.03,85.77,75.4,24.66,,,,,,,0.41
Italy,2040,86.6,15.2,-3.4,5.5,18.3,141.96,0.0,0.0,72.75,2.0,0.5,379.43,38.0,74.1,7.0,6.1,27.11,21.5,47.67,0.0,0.0,0.0,0.0,17.3,30.9,2.8,7.3,48.92,10.0,-0.6,Central,Apr25,110.87,88.1,77.0,25.01,,,,,,,0.42
Italy,2026,109.29,3.6,-0.4,5.3,14.9,88.6,0.6,0.0,89.6,0.0,0.0,324.28,41.2,141.5,7.8,6.6,33.5,21.5,49.71,0.0,0.0,0.0,0.0,13.4,25.6,2.8,8.0,94.7,8.5,1.1,Central,Jan24,47.48,44.17,31.9,14.75,,,,,,,0.13
Italy,2027,100.19,5.3,-0.8,5.4,14.8,93.6,0.6,0.0,89.9,0.0,0.0,329.57,42.0,129.1,7.4,6.2,32.3,21.5,49.55,0.0,0.0,0.0,0.0,13.4,27.8,2.8,8.0,85.47,8.6,1.1,Central,Jan24,53.29,50.77,36.2,15.46,,,,,,,0.15
Italy,2028,95.09,7.0,-1.1,5.4,15.4,100.8,0.6,0.0,89.7,0.0,0.0,335.71,42.5,105.8,7.2,6.1,31.6,21.5,49.52,0.0,0.0,0.0,0.0,14.3,34.7,2.8,8.0,77.48,8.8,1.0,Central,Jan24,58.57,56.5,44.4,16.44,,,,,,,0.19
Italy,2029,92.83,8.7,-1.5,5.5,16.7,107.2,0.6,0.0,88.6,0.0,0.0,339.27,42.6,90.9,7.0,6.0,28.8,21.5,49.26,0.0,0.0,0.0,0.0,14.3,38.6,2.8,7.9,71.15,8.9,0.9,Central,Jan24,62.56,61.1,48.3,17.37,,,,,,,0.22
Italy,2030,91.18,10.4,-1.8,5.5,17.3,112.6,0.6,0.0,86.8,1.0,0.2,342.98,41.3,76.1,6.8,5.9,27.4,21.5,49.09,0.0,0.0,0.0,0.0,14.9,40.8,2.8,7.9,69.18,9.0,0.7,Central,Jan24,67.41,64.43,56.6,17.86,,,,,,,0.24
Italy,2031,88.59,10.7,-1.9,5.5,18.0,114.1,0.0,0.0,83.4,1.1,0.3,347.81,41.1,72.4,6.4,5.5,27.3,21.5,49.01,0.0,0.0,0.0,0.0,15.2,40.3,2.8,7.8,66.07,9.2,0.5,Central,Jan24,75.43,70.15,59.3,19.06,,,,,,,0.26
Italy,2032,87.18,11.0,-1.9,5.5,17.9,115.6,0.0,0.0,79.1,1.2,0.3,350.62,41.9,66.7,10.3,5.4,27.5,21.5,48.99,0.0,0.0,0.0,0.0,15.4,38.3,2.8,7.7,63.21,9.3,0.2,Central,Jan24,82.38,74.65,66.3,20.14,,,,,,,0.28
Italy,2033,87.09,11.9,-2.0,5.5,18.0,117.2,0.0,0.0,74.6,1.3,0.3,355.14,42.2,65.0,10.6,5.4,27.7,21.5,48.83,0.0,0.0,0.0,0.0,15.6,37.4,2.8,7.7,62.84,9.5,0.0,Central,Jan24,88.5,78.44,67.7,20.76,,,,,,,0.29
Italy,2034,86.63,12.6,-2.1,5.5,18.0,118.7,0.0,0.0,72.2,1.4,0.3,358.69,42.3,62.7,10.8,5.4,27.8,21.5,48.78,0.0,0.0,0.0,0.0,15.9,37.7,2.8,7.7,60.0,9.6,-0.1,Central,Jan24,94.52,81.38,68.9,21.37,,,,,,,0.3
Italy,2035,84.45,13.3,-2.2,5.5,17.9,120.1,0.0,0.0,69.8,1.5,0.4,361.16,42.5,57.9,11.1,5.4,27.9,21.5,48.69,0.0,0.0,0.0,0.0,16.1,41.0,2.8,7.6,56.06,9.8,-0.4,Central,Jan24,100.42,84.18,70.1,22.67,,,,,,,0.33
Italy,2036,85.36,13.9,-2.3,5.5,18.3,121.6,0.0,0.0,67.7,1.6,0.4,364.36,42.8,63.5,11.2,5.4,27.9,21.5,48.72,0.0,0.0,0.0,0.0,16.4,32.9,2.8,7.6,55.87,9.9,-0.5,Central,Jan24,104.23,86.41,68.6,21.72,,,,,,,0.34
Italy,2037,83.99,14.7,-2.4,5.5,18.4,123.2,0.0,0.0,66.0,1.7,0.4,367.43,42.4,61.8,12.2,5.4,27.9,21.5,48.45,0.0,0.0,0.0,0.0,16.6,34.2,2.8,7.5,53.18,10.1,-0.6,Central,Jan24,107.62,88.99,67.9,21.14,,,,,,,0.36
Italy,2038,82.36,15.3,-2.4,5.5,18.4,124.7,0.0,0.0,64.6,1.8,0.4,370.92,42.0,62.3,13.5,5.4,27.1,21.5,48.17,0.0,0.0,0.0,0.0,16.8,30.2,2.8,7.5,50.54,10.3,-0.7,Central,Jan24,111.15,91.61,68.8,21.46,,,,,,,0.39
Italy,2039,81.63,16.0,-2.5,5.5,18.5,126.2,0.0,0.0,63.6,1.9,0.5,374.23,39.1,63.3,16.6,5.5,27.1,21.5,47.83,0.0,0.0,0.0,0.0,17.1,26.5,2.8,7.5,48.38,10.4,-0.8,Central,Jan24,113.61,93.67,69.4,21.46,,,,,,,0.4
Italy,2040,80.35,16.7,-2.6,5.5,18.6,127.7,0.0,0.0,62.8,2.0,0.5,376.73,39.3,63.3,16.7,5.6,27.1,21.5,47.67,0.0,0.0,0.0,0.0,17.3,25.3,2.8,7.5,46.17,10.6,-0.8,Central,Jan24,119.18,94.7,70.9,21.71,,,,,,,0.41
Italy,2026,104.02,3.6,-0.7,5.3,15.1,75.5,0.6,0.0,103.8,0.0,0.0,326.58,37.5,110.0,8.6,7.4,35.8,21.5,49.71,0.0,0.0,0.0,0.0,13.4,46.0,2.8,7.9,84.0,7.2,0.8,Central,Jan25,49.95,46.47,30.5,13.95,,,,,,,0.19
Italy,2027,94.33,4.6,-0.9,5.4,15.2,84.7,0.6,0.0,99.8,0.0,0.0,319.87,37.6,111.2,8.2,7.2,32.4,21.5,49.55,0.0,0.0,0.0,0.0,13.4,40.6,2.8,7.9,74.97,7.2,0.7,Central,Jan25,53.5,50.97,34.4,14.46,,,,,,,0.21
Italy,2028,88.35,6.6,-1.5,5.4,15.4,94.7,0.6,0.0,97.4,0.0,0.0,329.31,37.1,101.7,8.0,6.8,29.2,21.5,49.52,0.0,0.0,0.0,0.0,14.3,41.4,2.8,7.9,70.7,7.2,0.8,Central,Jan25,55.98,54.0,42.6,15.74,,,,,,,0.2
Italy,2029,89.79,8.5,-2.0,5.5,15.6,105.6,0.6,0.0,95.8,0.0,0.0,333.77,37.2,93.5,7.8,6.7,27.0,21.5,49.26,0.0,0.0,0.0,0.0,14.3,42.6,2.8,7.9,70.12,7.2,0.8,Central,Jan25,57.64,56.3,47.5,16.87,,,,,,,0.2
Italy,2030,88.72,10.5,-2.4,5.5,16.7,113.8,0.6,0.0,92.6,1.0,0.2,336.68,36.1,79.3,7.7,6.5,26.5,21.5,49.09,0.0,0.0,0.0,0.0,14.9,43.4,2.8,7.8,67.07,7.3,0.6,Central,Jan25,61.44,58.73,57.2,17.86,,,,,,,0.24
Italy,2031,86.64,10.6,-2.5,5.5,17.0,118.2,0.0,0.0,88.7,1.1,0.3,342.71,37.1,77.5,7.2,6.0,25.9,21.5,49.01,0.0,0.0,0.0,0.0,15.2,44.5,2.8,7.8,64.7,8.0,0.4,Central,Jan25,68.44,63.65,58.9,18.66,,,,,,,0.26
Italy,2032,87.45,10.7,-2.6,5.5,17.1,120.9,0.0,0.0,83.7,1.2,0.3,348.12,37.6,73.1,7.2,6.0,26.1,21.5,48.99,0.0,0.0,0.0,0.0,15.4,43.7,2.8,7.7,65.07,8.7,0.2,Central,Jan25,74.65,67.65,66.3,19.94,,,,,,,0.27
Italy,2033,87.72,11.1,-2.7,5.5,17.2,122.9,0.0,0.0,80.0,1.3,0.3,352.84,38.2,71.7,7.2,6.0,26.3,21.5,48.83,0.0,0.0,0.0,0.0,15.6,43.5,2.8,7.6,64.22,8.9,0.1,Central,Jan25,80.26,71.14,67.2,20.56,,,,,,,0.28
Italy,2034,87.63,11.5,-2.8,5.5,17.4,124.6,0.0,0.0,77.6,1.4,0.3,356.49,38.7,69.8,7.2,6.0,26.6,21.5,48.78,0.0,0.0,0.0,0.0,15.9,43.2,2.8,7.6,61.15,9.1,-0.1,Central,Jan25,86.5,74.48,67.9,21.17,,,,,,,0.3
Italy,2035,86.27,11.9,-2.9,5.5,17.4,126.2,0.0,0.0,75.9,1.5,0.4,359.56,39.1,66.3,7.2,6.0,26.8,21.5,48.69,0.0,0.0,0.0,0.0,16.1,45.6,2.8,7.5,58.56,9.2,-0.3,Central,Jan25,92.67,77.68,68.6,22.17,,,,,,,0.32
Italy,2036,86.81,12.1,-3.0,5.5,17.9,127.9,0.0,0.0,74.3,1.6,0.4,362.46,39.3,72.9,7.2,6.0,27.1,21.5,48.72,0.0,0.0,0.0,0.0,16.4,34.9,2.8,7.5,57.41,9.4,-0.4,Central,Jan25,96.27,79.81,69.3,22.32,,,,,,,0.33
